Point,Corner,IDS,M0.l,VDS,temperature,Pass/Fail,gmn_raw,idn,gmp_raw,idp,vgsn_raw,vgsp_raw,gdsp_raw,gdsn_raw,Ftn,Ftp
4.761e3,nom,215.4e-6,180e-9,900e-3,160.9,,41.42e-6,215.4e-6,17.25e-6,-215.4e-6,4.312,-11.33,226.5e-6,226.5e-6,3.294e9,1.625e9
4.762e3,nom,215.4e-6,360e-9,900e-3,160.9,,41.42e-6,215.4e-6,17.25e-6,-215.4e-6,4.312,-11.33,226.5e-6,226.5e-6,3.294e9,1.625e9
4.763e3,nom,215.4e-6,540e-9,900e-3,160.9,,36.95e-6,215.4e-6,17.25e-6,-215.4e-6,4.699,-11.33,226.5e-6,226.5e-6,2.8e9,1.625e9
4.764e3,nom,215.4e-6,720e-9,900e-3,160.9,,23.88e-6,215.4e-6,17.25e-6,-215.4e-6,6.586,-11.33,226.5e-6,226.5e-6,1.471e9,1.625e9
4.765e3,nom,215.4e-6,1e-6,900e-3,160.9,,13.94e-6,215.4e-6,17.25e-6,-215.4e-6,10.13,-11.33,226.5e-6,226.5e-6,653.2e6,1.625e9
4.851e3,nom,215.4e-6,180e-9,400e-3,160.9,,12.04e-6,215.4e-6,18.18e-6,-215.5e-6,12.09,-22.03,532.7e-6,532.7e-6,941.2e6,1.705e9
4.852e3,nom,215.4e-6,360e-9,400e-3,160.9,,12.04e-6,215.4e-6,18.18e-6,-215.5e-6,12.09,-22.03,532.7e-6,532.7e-6,941.2e6,1.705e9
4.853e3,nom,215.4e-6,540e-9,400e-3,160.9,,11.64e-6,215.4e-6,18.18e-6,-215.5e-6,13.21,-22.03,532.7e-6,532.7e-6,868.1e6,1.705e9
4.854e3,nom,215.4e-6,720e-9,400e-3,160.9,,10.01e-6,215.4e-6,18.18e-6,-215.5e-6,18.48,-22.03,532.7e-6,532.7e-6,609.9e6,1.705e9
4.855e3,nom,215.4e-6,1e-6,400e-3,160.9,,7.054e-6,215.4e-6,18.18e-6,-215.4e-6,29.24,-22.03,532.7e-6,532.7e-6,328e6,1.705e9
4.941e3,nom,215.4e-6,180e-9,1.4,160.9,,78.09e-6,215.4e-6,24.85e-6,-215.4e-6,3.327,-6.51,131.2e-6,131.2e-6,6.458e9,2.366e9
4.942e3,nom,215.4e-6,360e-9,1.4,160.9,,78.09e-6,215.4e-6,24.85e-6,-215.4e-6,3.327,-6.51,131.2e-6,131.2e-6,6.458e9,2.366e9
4.943e3,nom,215.4e-6,540e-9,1.4,160.9,,70.41e-6,215.4e-6,24.85e-6,-215.4e-6,3.548,-6.51,131.2e-6,131.2e-6,5.525e9,2.366e9
4.944e3,nom,215.4e-6,720e-9,1.4,160.9,,47.37e-6,215.4e-6,24.85e-6,-215.4e-6,4.56,-6.51,131.2e-6,131.2e-6,2.985e9,2.366e9
4.945e3,nom,215.4e-6,1e-6,1.4,160.9,,29.33e-6,215.4e-6,24.85e-6,-215.4e-6,6.267,-6.51,131.2e-6,131.2e-6,1.395e9,2.366e9
5.031e3,nom,215.4e-6,180e-9,1.8,160.9,,98.17e-6,215.4e-6,34.23e-6,-215.4e-6,3.17,-4.604,88.66e-6,88.66e-6,8.669e9,3.329e9
5.032e3,nom,215.4e-6,360e-9,1.8,160.9,,98.17e-6,215.4e-6,34.23e-6,-215.4e-6,3.17,-4.604,88.66e-6,88.66e-6,8.669e9,3.329e9
5.033e3,nom,215.4e-6,540e-9,1.8,160.9,,91.72e-6,215.4e-6,34.23e-6,-215.4e-6,3.349,-4.604,88.66e-6,88.66e-6,7.635e9,3.329e9
5.034e3,nom,215.4e-6,720e-9,1.8,160.9,,66.19e-6,215.4e-6,34.23e-6,-215.4e-6,4.103,-4.604,88.66e-6,88.66e-6,4.338e9,3.329e9
5.035e3,nom,215.4e-6,1e-6,1.8,160.9,,42.46e-6,215.4e-6,34.23e-6,-215.4e-6,5.305,-4.605,88.67e-6,88.67e-6,2.065e9,3.329e9
5.121e3,nom,464.2e-6,180e-9,900e-3,160.9,,27.19e-6,464.2e-6,38.97e-6,-464.2e-6,12.66,-21.2,501.6e-6,501.6e-6,2.126e9,3.657e9
5.122e3,nom,464.2e-6,360e-9,900e-3,160.9,,27.19e-6,464.2e-6,38.97e-6,-464.2e-6,12.66,-21.2,501.6e-6,501.6e-6,2.126e9,3.657e9
5.123e3,nom,464.2e-6,540e-9,900e-3,160.9,,26.23e-6,464.2e-6,38.97e-6,-464.2e-6,13.71,-21.2,501.6e-6,501.6e-6,1.957e9,3.657e9
5.124e3,nom,464.2e-6,720e-9,900e-3,160.9,,22.3e-6,464.2e-6,38.97e-6,-464.2e-6,18.7,-21.2,501.6e-6,501.6e-6,1.358e9,3.657e9
5.125e3,nom,464.2e-6,1e-6,900e-3,160.9,,15.51e-6,464.2e-6,38.97e-6,-464.2e-6,28.93,-21.2,501.6e-6,501.6e-6,721e6,3.657e9
5.211e3,nom,464.2e-6,180e-9,400e-3,160.9,,27.33e-6,464.2e-6,62.36e-6,-464.2e-6,26.51,-29.46,1.15e-3,1.15e-3,2.128e9,5.842e9
5.212e3,nom,464.2e-6,360e-9,400e-3,160.9,,27.33e-6,464.2e-6,62.36e-6,-464.2e-6,26.51,-29.46,1.15e-3,1.15e-3,2.128e9,5.842e9
5.213e3,nom,464.2e-6,540e-9,400e-3,160.9,,27.79e-6,464.2e-6,62.36e-6,-464.2e-6,27.64,-29.46,1.15e-3,1.15e-3,2.065e9,5.842e9
5.214e3,nom,464.2e-6,720e-9,400e-3,160.9,,27.07e-6,464.2e-6,62.36e-6,-464.2e-6,33.96,-29.46,1.15e-3,1.15e-3,1.644e9,5.842e9
5.215e3,nom,464.2e-6,1e-6,400e-3,160.9,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.301e3,nom,464.2e-6,180e-9,1.4,160.9,,44.87e-6,464.2e-6,35.81e-6,-464.2e-6,7.753,-15.36,312.1e-6,312.1e-6,3.535e9,3.368e9
5.302e3,nom,464.2e-6,360e-9,1.4,160.9,,44.87e-6,464.2e-6,35.81e-6,-464.2e-6,7.753,-15.36,312.1e-6,312.1e-6,3.535e9,3.368e9
5.303e3,nom,464.2e-6,540e-9,1.4,160.9,,41.33e-6,464.2e-6,35.81e-6,-464.2e-6,8.425,-15.36,312.1e-6,312.1e-6,3.104e9,3.368e9
5.304e3,nom,464.2e-6,720e-9,1.4,160.9,,30.18e-6,464.2e-6,35.81e-6,-464.2e-6,11.64,-15.36,312.1e-6,312.1e-6,1.847e9,3.368e9
5.305e3,nom,464.2e-6,1e-6,1.4,160.9,,19.33e-6,464.2e-6,35.81e-6,-464.2e-6,17.74,-15.36,312.1e-6,312.1e-6,901.6e6,3.368e9
5.391e3,nom,464.2e-6,180e-9,1.8,160.9,,63.61e-6,464.2e-6,37.66e-6,-464.2e-6,6.322,-12,233e-6,233e-6,5.057e9,3.554e9
5.392e3,nom,464.2e-6,360e-9,1.8,160.9,,63.61e-6,464.2e-6,37.66e-6,-464.2e-6,6.322,-12,233e-6,233e-6,5.057e9,3.554e9
5.393e3,nom,464.2e-6,540e-9,1.8,160.9,,58.13e-6,464.2e-6,37.66e-6,-464.2e-6,6.81,-12,233e-6,233e-6,4.403e9,3.554e9
5.394e3,nom,464.2e-6,720e-9,1.8,160.9,,41.04e-6,464.2e-6,37.66e-6,-464.2e-6,9.114,-12,233e-6,233e-6,2.526e9,3.554e9
5.395e3,nom,464.2e-6,1e-6,1.8,160.9,,25.74e-6,464.2e-6,37.66e-6,-464.2e-6,13.29,-12,233e-6,233e-6,1.206e9,3.554e9
5.481e3,nom,1e-3,180e-9,900e-3,160.9,,59.43e-6,1e-3,131.1e-6,-1e-3,26.66,-28.75,1.084e-3,1.084e-3,4.628e9,12.28e9
5.482e3,nom,1e-3,360e-9,900e-3,160.9,,59.43e-6,1e-3,131.1e-6,-1e-3,26.66,-28.75,1.084e-3,1.084e-3,4.628e9,12.28e9
5.483e3,nom,1e-3,540e-9,900e-3,160.9,,60.24e-6,1e-3,131.1e-6,-1e-3,27.78,-28.75,1.084e-3,1.084e-3,4.477e9,12.28e9
5.484e3,nom,1e-3,720e-9,900e-3,160.9,,58.07e-6,1e-3,131.1e-6,-1e-3,33.98,-28.75,1.084e-3,1.084e-3,3.527e9,12.28e9
5.485e3,nom,1e-3,1e-6,900e-3,160.9,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.571e3,nom,1e-3,180e-9,400e-3,160.9,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.572e3,nom,1e-3,360e-9,400e-3,160.9,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.573e3,nom,1e-3,540e-9,400e-3,160.9,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.574e3,nom,1e-3,720e-9,400e-3,160.9,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.575e3,nom,1e-3,1e-6,400e-3,160.9,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.661e3,nom,1e-3,180e-9,1.4,160.9,,54.42e-6,1e-3,99.39e-6,-1e-3,19.72,-24.46,686.2e-6,686.2e-6,4.245e9,9.321e9
5.662e3,nom,1e-3,360e-9,1.4,160.9,,54.42e-6,1e-3,99.39e-6,-1e-3,19.72,-24.46,686.2e-6,686.2e-6,4.245e9,9.321e9
5.663e3,nom,1e-3,540e-9,1.4,160.9,,54.14e-6,1e-3,99.39e-6,-1e-3,20.84,-24.46,686.2e-6,686.2e-6,4.03e9,9.321e9
5.664e3,nom,1e-3,720e-9,1.4,160.9,,49.62e-6,1e-3,99.39e-6,-1e-3,26.46,-24.46,686.2e-6,686.2e-6,3.018e9,9.321e9
5.665e3,nom,1e-3,1e-6,1.4,160.9,,34.9e-6,1e-3,99.39e-6,-1e-3,39.45,-24.46,686.2e-6,686.2e-6,1.621e9,9.321e9
5.751e3,nom,1e-3,180e-9,1.8,160.9,,57.72e-6,1e-3,88.54e-6,-1e-3,16.05,-21.5,525.2e-6,525.2e-6,4.511e9,8.311e9
5.752e3,nom,1e-3,360e-9,1.8,160.9,,57.72e-6,1e-3,88.54e-6,-1e-3,16.05,-21.5,525.2e-6,525.2e-6,4.511e9,8.311e9
5.753e3,nom,1e-3,540e-9,1.8,160.9,,56.42e-6,1e-3,88.54e-6,-1e-3,17.09,-21.5,525.2e-6,525.2e-6,4.207e9,8.311e9
5.754e3,nom,1e-3,720e-9,1.8,160.9,,49.26e-6,1e-3,88.54e-6,-1e-3,22.09,-21.5,525.2e-6,525.2e-6,2.999e9,8.311e9
5.755e3,nom,1e-3,1e-6,1.8,160.9,,34.16e-6,1e-3,88.54e-6,-1e-3,32.8,-21.5,525.2e-6,525.2e-6,1.588e9,8.311e9
86,nom,10e-9,180e-9,900e-3,175,,158.4e-9,9.999e-9,166.2e-9,-9.992e-9,288.6e-3,546.8e-3,1.499e-9,1.499e-9,22.67e6,27.05e6
87,nom,10e-9,360e-9,900e-3,175,,158.4e-9,9.999e-9,166.2e-9,-9.992e-9,288.6e-3,546.8e-3,1.499e-9,1.499e-9,22.67e6,27.05e6
88,nom,10e-9,540e-9,900e-3,175,,157.8e-9,9.999e-9,166.2e-9,-9.992e-9,309.3e-3,546.8e-3,1.499e-9,1.499e-9,21.82e6,27.05e6
89,nom,10e-9,720e-9,900e-3,175,,155.4e-9,9.999e-9,166.2e-9,-9.992e-9,345e-3,546.8e-3,1.499e-9,1.499e-9,18.33e6,27.05e6
90,nom,10e-9,1e-6,900e-3,175,,152.8e-9,9.999e-9,166.2e-9,-9.992e-9,355.1e-3,546.8e-3,1.499e-9,1.499e-9,14.24e6,27.05e6
176,nom,10e-9,180e-9,400e-3,175,,157.2e-9,9.999e-9,165.5e-9,-9.994e-9,305.1e-3,41.43e-3,2.2e-9,2.2e-9,21.73e6,26.74e6
177,nom,10e-9,360e-9,400e-3,175,,157.2e-9,9.999e-9,165.5e-9,-9.994e-9,305.1e-3,41.43e-3,2.2e-9,2.2e-9,21.73e6,26.74e6
178,nom,10e-9,540e-9,400e-3,175,,156.7e-9,9.999e-9,165.5e-9,-9.994e-9,323.8e-3,41.44e-3,2.2e-9,2.2e-9,20.93e6,26.74e6
179,nom,10e-9,720e-9,400e-3,175,,154.8e-9,9.999e-9,165.5e-9,-9.994e-9,353.6e-3,41.44e-3,2.2e-9,2.2e-9,17.69e6,26.74e6
180,nom,10e-9,1e-6,400e-3,175,,152.6e-9,10e-9,165.5e-9,-9.994e-9,359.9e-3,41.44e-3,2.2e-9,2.2e-9,13.86e6,26.74e6
266,nom,10e-9,180e-9,1.4,175,,159.2e-9,9.998e-9,166.7e-9,-9.991e-9,276.4e-3,1.051,1.22e-9,1.22e-9,23.09e6,27.2e6
267,nom,10e-9,360e-9,1.4,175,,159.2e-9,9.998e-9,166.7e-9,-9.991e-9,276.4e-3,1.051,1.22e-9,1.22e-9,23.09e6,27.2e6
268,nom,10e-9,540e-9,1.4,175,,158.5e-9,9.998e-9,166.7e-9,-9.991e-9,298.4e-3,1.051,1.22e-9,1.22e-9,22.22e6,27.2e6
269,nom,10e-9,720e-9,1.4,175,,155.8e-9,9.998e-9,166.7e-9,-9.991e-9,338.6e-3,1.051,1.22e-9,1.22e-9,18.61e6,27.2e6
270,nom,10e-9,1e-6,1.4,175,,152.9e-9,9.998e-9,166.7e-9,-9.991e-9,351.8e-3,1.051,1.22e-9,1.22e-9,14.4e6,27.2e6
356,nom,10e-9,180e-9,1.8,175,,159.8e-9,9.998e-9,167.1e-9,-9.99e-9,268.3e-3,1.454,1.089e-9,1.089e-9,23.3e6,27.29e6
357,nom,10e-9,360e-9,1.8,175,,159.8e-9,9.998e-9,167.1e-9,-9.99e-9,268.3e-3,1.454,1.089e-9,1.089e-9,23.3e6,27.29e6
358,nom,10e-9,540e-9,1.8,175,,159e-9,9.998e-9,167.1e-9,-9.99e-9,291.2e-3,1.454,1.089e-9,1.089e-9,22.42e6,27.29e6
359,nom,10e-9,720e-9,1.8,175,,156.1e-9,9.998e-9,167.1e-9,-9.99e-9,334.3e-3,1.454,1.089e-9,1.089e-9,18.75e6,27.29e6
360,nom,10e-9,1e-6,1.8,175,,153e-9,9.998e-9,167.1e-9,-9.99e-9,349.5e-3,1.454,1.089e-9,1.089e-9,14.48e6,27.29e6
446,nom,21.54e-9,180e-9,900e-3,175,,331.1e-9,21.54e-9,337.9e-9,-21.54e-9,337.7e-3,499.3e-3,3.152e-9,3.152e-9,47.01e6,53.66e6
447,nom,21.54e-9,360e-9,900e-3,175,,331.1e-9,21.54e-9,337.9e-9,-21.54e-9,337.7e-3,499.3e-3,3.152e-9,3.152e-9,47.01e6,53.66e6
448,nom,21.54e-9,540e-9,900e-3,175,,329.4e-9,21.54e-9,337.9e-9,-21.54e-9,358.6e-3,499.3e-3,3.152e-9,3.152e-9,45.08e6,53.66e6
449,nom,21.54e-9,720e-9,900e-3,175,,323.3e-9,21.54e-9,337.9e-9,-21.54e-9,395.2e-3,499.3e-3,3.152e-9,3.152e-9,37.36e6,53.66e6
450,nom,21.54e-9,1e-6,900e-3,175,,317.7e-9,21.54e-9,337.9e-9,-21.54e-9,406.2e-3,499.3e-3,3.152e-9,3.152e-9,28.61e6,53.66e6
536,nom,21.54e-9,180e-9,400e-3,175,,328.2e-9,21.54e-9,336.6e-9,-21.54e-9,354.6e-3,-6.285e-3,4.666e-9,4.666e-9,44.82e6,53.03e6
537,nom,21.54e-9,360e-9,400e-3,175,,328.2e-9,21.54e-9,336.6e-9,-21.54e-9,354.6e-3,-6.285e-3,4.666e-9,4.666e-9,44.82e6,53.03e6
538,nom,21.54e-9,540e-9,400e-3,175,,326.9e-9,21.54e-9,336.6e-9,-21.54e-9,373.6e-3,-6.285e-3,4.666e-9,4.666e-9,43.05e6,53.03e6
539,nom,21.54e-9,720e-9,400e-3,175,,322.3e-9,21.54e-9,336.6e-9,-21.54e-9,404e-3,-6.285e-3,4.666e-9,4.666e-9,35.99e6,53.03e6
540,nom,21.54e-9,1e-6,400e-3,175,,317.7e-9,21.54e-9,336.6e-9,-21.54e-9,411.1e-3,-6.285e-3,4.666e-9,4.666e-9,27.84e6,53.03e6
626,nom,21.54e-9,180e-9,1.4,175,,333.3e-9,21.54e-9,338.6e-9,-21.54e-9,325.3e-3,1.003,2.556e-9,2.556e-9,48.04e6,53.95e6
627,nom,21.54e-9,360e-9,1.4,175,,333.3e-9,21.54e-9,338.6e-9,-21.54e-9,325.3e-3,1.003,2.556e-9,2.556e-9,48.04e6,53.95e6
628,nom,21.54e-9,540e-9,1.4,175,,331.3e-9,21.54e-9,338.6e-9,-21.54e-9,347.5e-3,1.003,2.556e-9,2.556e-9,46.04e6,53.95e6
629,nom,21.54e-9,720e-9,1.4,175,,324e-9,21.54e-9,338.6e-9,-21.54e-9,388.7e-3,1.003,2.556e-9,2.556e-9,37.98e6,53.95e6
630,nom,21.54e-9,1e-6,1.4,175,,317.6e-9,21.54e-9,338.6e-9,-21.54e-9,402.9e-3,1.003,2.556e-9,2.556e-9,28.93e6,53.95e6
716,nom,21.54e-9,180e-9,1.8,175,,334.8e-9,21.54e-9,339.1e-9,-21.54e-9,316.9e-3,1.406,2.279e-9,2.279e-9,48.57e6,54.12e6
717,nom,21.54e-9,360e-9,1.8,175,,334.8e-9,21.54e-9,339.1e-9,-21.54e-9,316.9e-3,1.406,2.279e-9,2.279e-9,48.57e6,54.12e6
718,nom,21.54e-9,540e-9,1.8,175,,332.6e-9,21.54e-9,339.1e-9,-21.54e-9,340.1e-3,1.406,2.279e-9,2.279e-9,46.54e6,54.12e6
719,nom,21.54e-9,720e-9,1.8,175,,324.5e-9,21.54e-9,339.1e-9,-21.54e-9,384.3e-3,1.406,2.279e-9,2.279e-9,38.29e6,54.12e6
720,nom,21.54e-9,1e-6,1.8,175,,317.6e-9,21.54e-9,339.1e-9,-21.54e-9,400.6e-3,1.406,2.279e-9,2.279e-9,29.08e6,54.12e6
806,nom,46.42e-9,180e-9,900e-3,175,,684.8e-9,46.41e-9,682.8e-9,-46.41e-9,388.7e-3,448.8e-3,6.523e-9,6.523e-9,95.95e6,105.1e6
807,nom,46.42e-9,360e-9,900e-3,175,,684.8e-9,46.41e-9,682.8e-9,-46.41e-9,388.7e-3,448.8e-3,6.523e-9,6.523e-9,95.95e6,105.1e6
808,nom,46.42e-9,540e-9,900e-3,175,,680.5e-9,46.42e-9,682.8e-9,-46.41e-9,409.9e-3,448.8e-3,6.523e-9,6.523e-9,91.65e6,105.1e6
809,nom,46.42e-9,720e-9,900e-3,175,,667.4e-9,46.41e-9,682.8e-9,-46.41e-9,447.4e-3,448.8e-3,6.523e-9,6.523e-9,74.94e6,105.1e6
810,nom,46.42e-9,1e-6,900e-3,175,,657.3e-9,46.41e-9,682.8e-9,-46.41e-9,459.3e-3,448.8e-3,6.523e-9,6.523e-9,56.68e6,105.1e6
896,nom,46.42e-9,180e-9,400e-3,175,,678.7e-9,46.42e-9,680.6e-9,-46.41e-9,406e-3,-56.96e-3,9.816e-9,9.816e-9,91.15e6,103.8e6
897,nom,46.42e-9,360e-9,400e-3,175,,678.7e-9,46.42e-9,680.6e-9,-46.41e-9,406e-3,-56.96e-3,9.816e-9,9.816e-9,91.15e6,103.8e6
898,nom,46.42e-9,540e-9,400e-3,175,,675.9e-9,46.42e-9,680.6e-9,-46.41e-9,425.2e-3,-56.96e-3,9.816e-9,9.816e-9,87.32e6,103.8e6
899,nom,46.42e-9,720e-9,400e-3,175,,666.9e-9,46.42e-9,680.6e-9,-46.41e-9,456.4e-3,-56.96e-3,9.816e-9,9.816e-9,72.26e6,103.8e6
900,nom,46.42e-9,1e-6,400e-3,175,,658.5e-9,46.42e-9,680.6e-9,-46.41e-9,464.1e-3,-56.96e-3,9.816e-9,9.816e-9,55.24e6,103.8e6
986,nom,46.42e-9,180e-9,1.4,175,,690e-9,46.41e-9,683.7e-9,-46.41e-9,375.8e-3,953e-3,5.253e-9,5.253e-9,98.36e6,105.6e6
987,nom,46.42e-9,360e-9,1.4,175,,690e-9,46.41e-9,683.7e-9,-46.41e-9,375.8e-3,953e-3,5.253e-9,5.253e-9,98.36e6,105.6e6
988,nom,46.42e-9,540e-9,1.4,175,,684.5e-9,46.41e-9,683.7e-9,-46.41e-9,398.5e-3,953e-3,5.253e-9,5.253e-9,93.83e6,105.6e6
989,nom,46.42e-9,720e-9,1.4,175,,667.7e-9,46.41e-9,683.7e-9,-46.41e-9,440.9e-3,953e-3,5.253e-9,5.253e-9,76.19e6,105.6e6
990,nom,46.42e-9,1e-6,1.4,175,,656e-9,46.41e-9,683.7e-9,-46.41e-9,456e-3,953e-3,5.253e-9,5.253e-9,57.28e6,105.6e6
1.076e3,nom,46.42e-9,180e-9,1.8,175,,693.7e-9,46.41e-9,684e-9,-46.41e-9,367.2e-3,1.356,4.669e-9,4.669e-9,99.66e6,105.9e6
1.077e3,nom,46.42e-9,360e-9,1.8,175,,693.7e-9,46.41e-9,684e-9,-46.41e-9,367.2e-3,1.356,4.669e-9,4.669e-9,99.66e6,105.9e6
1.078e3,nom,46.42e-9,540e-9,1.8,175,,687.6e-9,46.41e-9,684e-9,-46.41e-9,390.8e-3,1.356,4.669e-9,4.669e-9,94.99e6,105.9e6
1.079e3,nom,46.42e-9,720e-9,1.8,175,,668.2e-9,46.41e-9,684e-9,-46.41e-9,436.4e-3,1.356,4.669e-9,4.669e-9,76.81e6,105.9e6
1.08e3,nom,46.42e-9,1e-6,1.8,175,,655.1e-9,46.41e-9,684e-9,-46.41e-9,453.8e-3,1.356,4.669e-9,4.669e-9,57.52e6,105.9e6
1.166e3,nom,100e-9,180e-9,900e-3,175,,1.399e-6,100e-9,1.359e-6,-99.99e-9,442e-3,394.6e-3,13.29e-9,13.29e-9,192.2e6,201.4e6
1.167e3,nom,100e-9,360e-9,900e-3,175,,1.399e-6,100e-9,1.359e-6,-99.99e-9,442e-3,394.6e-3,13.29e-9,13.29e-9,192.2e6,201.4e6
1.168e3,nom,100e-9,540e-9,900e-3,175,,1.39e-6,100e-9,1.359e-6,-99.99e-9,463.6e-3,394.6e-3,13.29e-9,13.29e-9,182.9e6,201.4e6
1.169e3,nom,100e-9,720e-9,900e-3,175,,1.367e-6,100e-9,1.359e-6,-99.99e-9,502.1e-3,394.6e-3,13.29e-9,13.29e-9,147.9e6,201.4e6
1.17e3,nom,100e-9,1e-6,900e-3,175,,1.346e-6,100e-9,1.359e-6,-99.99e-9,514.8e-3,394.6e-3,13.29e-9,13.29e-9,110.4e6,201.4e6
1.256e3,nom,100e-9,180e-9,400e-3,175,,1.39e-6,100e-9,1.352e-6,-99.99e-9,459.8e-3,-111.4e-3,20.56e-9,20.56e-9,182.6e6,198.4e6
1.257e3,nom,100e-9,360e-9,400e-3,175,,1.39e-6,100e-9,1.352e-6,-99.99e-9,459.8e-3,-111.4e-3,20.56e-9,20.56e-9,182.6e6,198.4e6
1.258e3,nom,100e-9,540e-9,400e-3,175,,1.386e-6,100e-9,1.352e-6,-99.99e-9,479.2e-3,-111.4e-3,20.56e-9,20.56e-9,174.6e6,198.4e6
1.259e3,nom,100e-9,720e-9,400e-3,175,,1.371e-6,100e-9,1.352e-6,-99.99e-9,511e-3,-111.4e-3,20.56e-9,20.56e-9,143.1e6,198.4e6
1.26e3,nom,100e-9,1e-6,400e-3,175,,1.351e-6,100e-9,1.352e-6,-99.99e-9,519.5e-3,-111.4e-3,20.56e-9,20.56e-9,107.8e6,198.4e6
1.346e3,nom,100e-9,180e-9,1.4,175,,1.408e-6,100e-9,1.362e-6,-100e-9,428.8e-3,898.9e-3,10.57e-9,10.57e-9,197.4e6,202.6e6
1.347e3,nom,100e-9,360e-9,1.4,175,,1.408e-6,100e-9,1.362e-6,-100e-9,428.8e-3,898.9e-3,10.57e-9,10.57e-9,197.4e6,202.6e6
1.348e3,nom,100e-9,540e-9,1.4,175,,1.396e-6,100e-9,1.362e-6,-100e-9,451.9e-3,898.9e-3,10.57e-9,10.57e-9,187.4e6,202.6e6
1.349e3,nom,100e-9,720e-9,1.4,175,,1.363e-6,100e-9,1.362e-6,-100e-9,495.6e-3,898.9e-3,10.57e-9,10.57e-9,150.2e6,202.6e6
1.35e3,nom,100e-9,1e-6,1.4,175,,1.342e-6,100e-9,1.362e-6,-100e-9,511.7e-3,898.9e-3,10.57e-9,10.57e-9,111.4e6,202.6e6
1.436e3,nom,100e-9,180e-9,1.8,175,,1.416e-6,100e-9,1.362e-6,-99.99e-9,419.9e-3,1.302,9.334e-9,9.334e-9,200.3e6,203.2e6
1.437e3,nom,100e-9,360e-9,1.8,175,,1.416e-6,100e-9,1.362e-6,-99.99e-9,419.9e-3,1.302,9.334e-9,9.334e-9,200.3e6,203.2e6
1.438e3,nom,100e-9,540e-9,1.8,175,,1.401e-6,100e-9,1.362e-6,-99.99e-9,444e-3,1.302,9.334e-9,9.334e-9,189.9e6,203.2e6
1.439e3,nom,100e-9,720e-9,1.8,175,,1.362e-6,100e-9,1.362e-6,-99.99e-9,491.2e-3,1.302,9.334e-9,9.334e-9,151.2e6,203.2e6
1.44e3,nom,100e-9,1e-6,1.8,175,,1.339e-6,100e-9,1.362e-6,-99.99e-9,509.6e-3,1.302,9.334e-9,9.334e-9,111.8e6,203.2e6
1.526e3,nom,215.4e-9,180e-9,900e-3,175,,2.821e-6,215.4e-9,2.612e-6,-215.4e-9,498.7e-3,335e-3,26.88e-9,26.88e-9,377e6,370.1e6
1.527e3,nom,215.4e-9,360e-9,900e-3,175,,2.821e-6,215.4e-9,2.612e-6,-215.4e-9,498.7e-3,335e-3,26.88e-9,26.88e-9,377e6,370.1e6
1.528e3,nom,215.4e-9,540e-9,900e-3,175,,2.805e-6,215.4e-9,2.612e-6,-215.4e-9,520.6e-3,335e-3,26.88e-9,26.88e-9,357.7e6,370.1e6
1.529e3,nom,215.4e-9,720e-9,900e-3,175,,2.765e-6,215.4e-9,2.612e-6,-215.4e-9,560e-3,335e-3,26.88e-9,26.88e-9,286e6,370.1e6
1.53e3,nom,215.4e-9,1e-6,900e-3,175,,2.691e-6,215.4e-9,2.612e-6,-215.4e-9,573.9e-3,335e-3,26.88e-9,26.88e-9,208.7e6,370.1e6
1.616e3,nom,215.4e-9,180e-9,400e-3,175,,2.82e-6,215.4e-9,2.585e-6,-215.4e-9,516.7e-3,-171.4e-3,43.35e-9,43.35e-9,360e6,362.4e6
1.617e3,nom,215.4e-9,360e-9,400e-3,175,,2.82e-6,215.4e-9,2.585e-6,-215.4e-9,516.7e-3,-171.4e-3,43.35e-9,43.35e-9,360e6,362.4e6
1.618e3,nom,215.4e-9,540e-9,400e-3,175,,2.812e-6,215.4e-9,2.585e-6,-215.4e-9,536.2e-3,-171.4e-3,43.35e-9,43.35e-9,343.4e6,362.4e6
1.619e3,nom,215.4e-9,720e-9,400e-3,175,,2.779e-6,215.4e-9,2.585e-6,-215.4e-9,568.6e-3,-171.4e-3,43.35e-9,43.35e-9,277.8e6,362.4e6
1.62e3,nom,215.4e-9,1e-6,400e-3,175,,2.697e-6,215.4e-9,2.585e-6,-215.4e-9,578.4e-3,-171.4e-3,43.35e-9,43.35e-9,204e6,362.4e6
1.706e3,nom,215.4e-9,180e-9,1.4,175,,2.829e-6,215.4e-9,2.623e-6,-215.4e-9,485.2e-3,839.5e-3,20.93e-9,20.93e-9,386.9e6,373.4e6
1.707e3,nom,215.4e-9,360e-9,1.4,175,,2.829e-6,215.4e-9,2.623e-6,-215.4e-9,485.2e-3,839.5e-3,20.93e-9,20.93e-9,386.9e6,373.4e6
