Point,Corner,Vds,Vgs,temperature,Pass/Fail,gm_n,gm_p,ids_n,ids_p,rds_n,rds_p
26,C0_86,1.8,1.614,-50,,255.1e-6,12.71e-9,223.8e-6,-295.6e-12,8.041e3,6.09e9
26,C0_87,1.8,1.676,-50,,252.7e-6,864.6e-12,239.6e-6,-19.51e-12,7.513e3,92.24e9
26,C0_88,1.8,1.738,-50,,249.8e-6,54.98e-12,255.2e-6,-1.231e-12,7.054e3,1.462e12
26,C0_89,1.8,1.8,-50,,246.4e-6,3.436e-12,270.6e-6,-76.82e-15,6.653e3,23.43e12
26,C1_0,0,0,0,,0,0,0,-0,inf,inf
26,C1_1,0,62.07e-3,0,,0,0,0,-0,inf,inf
26,C1_2,0,124.1e-3,0,,0,0,0,-0,inf,inf
26,C1_3,0,186.2e-3,0,,0,0,0,-0,inf,inf
26,C1_4,0,248.3e-3,0,,0,0,0,-0,inf,inf
26,C1_5,0,310.3e-3,0,,0,0,0,-0,inf,inf
26,C1_6,0,372.4e-3,0,,0,0,0,-0,inf,inf
26,C1_7,0,434.5e-3,0,,0,0,0,-0,inf,inf
26,C1_8,0,496.6e-3,0,,0,0,0,-0,inf,inf
26,C1_9,0,558.6e-3,0,,0,0,0,-0,inf,inf
26,C1_10,0,620.7e-3,0,,0,0,0,-0,inf,inf
26,C1_11,0,682.8e-3,0,,0,0,0,-0,inf,inf
26,C1_12,0,744.8e-3,0,,0,0,0,-0,inf,inf
26,C1_13,0,806.9e-3,0,,0,0,0,-0,inf,inf
26,C1_14,0,869e-3,0,,0,0,0,-0,inf,inf
26,C1_15,0,931e-3,0,,0,0,0,-0,inf,inf
26,C1_16,0,993.1e-3,0,,0,0,0,-0,inf,inf
26,C1_17,0,1.055,0,,0,0,0,-0,inf,inf
26,C1_18,0,1.117,0,,0,0,0,-0,inf,inf
26,C1_19,0,1.179,0,,0,0,0,-0,inf,inf
26,C1_20,0,1.241,0,,0,0,0,-0,inf,inf
26,C1_21,0,1.303,0,,0,0,0,-0,inf,inf
26,C1_22,0,1.366,0,,0,0,0,-0,inf,inf
26,C1_23,0,1.428,0,,0,0,0,-0,inf,inf
26,C1_24,0,1.49,0,,0,0,0,-0,inf,inf
26,C1_25,0,1.552,0,,0,0,0,-0,inf,inf
26,C1_26,0,1.614,0,,0,0,0,-0,inf,inf
26,C1_27,0,1.676,0,,0,0,0,-0,inf,inf
26,C1_28,0,1.738,0,,0,0,0,-0,inf,inf
26,C1_29,0,1.8,0,,0,0,0,-0,inf,inf
26,C1_30,900e-3,0,0,,52.16e-12,158.9e-6,1.532e-12,-47.68e-6,587.5e9,18.88e3
26,C1_31,900e-3,62.07e-3,0,,429.6e-12,144.9e-6,12.65e-12,-38.25e-6,71.15e9,23.53e3
26,C1_32,900e-3,124.1e-3,0,,3.487e-9,130e-6,103.5e-12,-29.71e-6,8.699e9,30.29e3
26,C1_33,900e-3,186.2e-3,0,,27.13e-9,114e-6,822.7e-12,-22.14e-6,1.094e9,40.65e3
26,C1_34,900e-3,248.3e-3,0,,189e-9,97.03e-6,6.066e-9,-15.58e-6,148.4e6,57.75e3
26,C1_35,900e-3,310.3e-3,0,,1.063e-6,78.88e-6,38.13e-9,-10.12e-6,23.6e6,88.94e3
26,C1_36,900e-3,372.4e-3,0,,4.546e-6,59.32e-6,190.4e-9,-5.822e-6,4.727e6,154.6e3
26,C1_37,900e-3,434.5e-3,0,,14.21e-6,38.51e-6,731.5e-9,-2.783e-6,1.23e6,323.4e3
26,C1_38,900e-3,496.6e-3,0,,31.77e-6,19.07e-6,2.122e-6,-1.017e-6,424.1e3,884.9e3
26,C1_39,900e-3,558.6e-3,0,,53.84e-6,6.425e-6,4.769e-6,-271.4e-9,188.7e3,3.316e6
26,C1_40,900e-3,620.7e-3,0,,76.07e-6,1.526e-6,8.806e-6,-54.75e-9,102.2e3,16.44e6
26,C1_41,900e-3,682.8e-3,0,,96.5e-6,272.5e-9,14.17e-6,-8.519e-9,63.51e3,105.6e6
26,C1_42,900e-3,744.8e-3,0,,114.8e-6,36.96e-9,20.74e-6,-1.064e-9,43.4e3,846.2e6
26,C1_43,900e-3,806.9e-3,0,,131e-6,4.236e-9,28.38e-6,-117.8e-12,31.72e3,7.638e9
26,C1_44,900e-3,869e-3,0,,145.4e-6,453.2e-12,36.96e-6,-12.46e-12,24.35e3,72.23e9
26,C1_45,900e-3,931e-3,0,,157.9e-6,47.35e-12,46.37e-6,-1.297e-12,19.41e3,693.8e9
26,C1_46,900e-3,993.1e-3,0,,168.7e-6,4.91e-12,56.51e-6,-134.4e-15,15.93e3,6.699e12
26,C1_47,900e-3,1.055,0,,177.8e-6,508e-15,67.27e-6,-13.89e-15,13.38e3,64.77e12
26,C1_48,900e-3,1.117,0,,185.4e-6,52.52e-15,78.54e-6,-1.436e-15,11.46e3,626.6e12
26,C1_49,900e-3,1.179,0,,191.5e-6,5.428e-15,90.24e-6,-148.4e-18,9.973e3,6.063e15
26,C1_50,900e-3,1.241,0,,196.3e-6,561e-18,102.3e-6,-15.34e-18,8.799e3,58.67e15
26,C1_51,900e-3,1.303,0,,199.7e-6,57.97e-18,114.6e-6,-1.585e-18,7.855e3,567.7e15
26,C1_52,900e-3,1.366,0,,201.9e-6,5.991e-18,127e-6,-163.8e-21,7.085e3,5.493e18
26,C1_53,900e-3,1.428,0,,202.9e-6,619.1e-21,139.6e-6,-16.93e-21,6.447e3,53.15e18
26,C1_54,900e-3,1.49,0,,202.8e-6,63.98e-21,152.2e-6,-1.75e-21,5.914e3,514.4e18
26,C1_55,900e-3,1.552,0,,201.4e-6,6.612e-21,164.7e-6,-180.8e-24,5.463e3,4.977e21
26,C1_56,900e-3,1.614,0,,198.9e-6,683.3e-24,177.2e-6,-18.69e-24,5.08e3,48.16e21
26,C1_57,900e-3,1.676,0,,195e-6,70.62e-24,189.4e-6,-1.931e-24,4.752e3,466e21
26,C1_58,900e-3,1.738,0,,189.7e-6,7.298e-24,201.3e-6,-199.6e-27,4.471e3,4.509e24
26,C1_59,900e-3,1.8,0,,182.8e-6,754.2e-27,212.9e-6,-20.63e-27,4.228e3,43.64e24
26,C1_60,1.8,0,0,,57.06e-12,287.9e-6,1.676e-12,-265.1e-6,1.074e12,6.791e3
26,C1_61,1.8,62.07e-3,0,,469.9e-12,284.1e-6,13.84e-12,-247.3e-6,130.1e9,7.278e3
26,C1_62,1.8,124.1e-3,0,,3.811e-9,279.7e-6,113.1e-12,-229.8e-6,15.91e9,7.832e3
26,C1_63,1.8,186.2e-3,0,,29.59e-9,274.7e-6,898.1e-12,-212.6e-6,2.004e9,8.466e3
26,C1_64,1.8,248.3e-3,0,,205e-9,269e-6,6.598e-9,-195.8e-6,272.8e6,9.195e3
26,C1_65,1.8,310.3e-3,0,,1.142e-6,262.7e-6,41.18e-9,-179.3e-6,43.71e6,10.04e3
26,C1_66,1.8,372.4e-3,0,,4.822e-6,255.7e-6,203.5e-9,-163.2e-6,8.845e6,11.03e3
26,C1_67,1.8,434.5e-3,0,,14.87e-6,248.1e-6,772.8e-9,-147.5e-6,2.329e6,12.2e3
26,C1_68,1.8,496.6e-3,0,,32.85e-6,239.6e-6,2.218e-6,-132.4e-6,811.7e3,13.6e3
26,C1_69,1.8,558.6e-3,0,,55.26e-6,230.5e-6,4.942e-6,-117.8e-6,364.2e3,15.28e3
26,C1_70,1.8,620.7e-3,0,,77.75e-6,220.5e-6,9.076e-6,-103.8e-6,198.3e3,17.34e3
26,C1_71,1.8,682.8e-3,0,,98.43e-6,209.7e-6,14.55e-6,-90.45e-6,123.7e3,19.9e3
26,C1_72,1.8,744.8e-3,0,,117e-6,198.1e-6,21.25e-6,-77.79e-6,84.72e3,23.14e3
26,C1_73,1.8,806.9e-3,0,,133.5e-6,185.6e-6,29.03e-6,-65.88e-6,62.01e3,27.32e3
26,C1_74,1.8,869e-3,0,,148.1e-6,172.2e-6,37.77e-6,-54.78e-6,47.65e3,32.86e3
26,C1_75,1.8,931e-3,0,,160.9e-6,157.9e-6,47.37e-6,-44.53e-6,38e3,40.43e3
26,C1_76,1.8,993.1e-3,0,,172.1e-6,142.7e-6,57.71e-6,-35.19e-6,31.19e3,51.15e3
26,C1_77,1.8,1.055,0,,181.6e-6,126.6e-6,68.69e-6,-26.83e-6,26.21e3,67.09e3
26,C1_78,1.8,1.117,0,,189.7e-6,109.5e-6,80.21e-6,-19.5e-6,22.44e3,92.32e3
26,C1_79,1.8,1.179,0,,196.3e-6,91.37e-6,92.19e-6,-13.26e-6,19.52e3,135.8e3
26,C1_80,1.8,1.241,0,,201.7e-6,71.95e-6,104.5e-6,-8.184e-6,17.22e3,220e3
26,C1_81,1.8,1.303,0,,205.8e-6,51.05e-6,117.2e-6,-4.359e-6,15.36e3,412.9e3
26,C1_82,1.8,1.366,0,,208.9e-6,29.7e-6,130.1e-6,-1.858e-6,13.84e3,968.6e3
26,C1_83,1.8,1.428,0,,211e-6,12.4e-6,143.1e-6,-589e-9,12.58e3,3.056e6
26,C1_84,1.8,1.49,0,,212.2e-6,3.531e-6,156.2e-6,-138.2e-9,11.52e3,13.03e6
26,C1_85,1.8,1.552,0,,212.7e-6,739.8e-9,169.4e-6,-24.78e-9,10.63e3,72.65e6
26,C1_86,1.8,1.614,0,,212.4e-6,115.2e-9,182.6e-6,-3.435e-9,9.858e3,524e6
26,C1_87,1.8,1.676,0,,211.5e-6,14.19e-9,195.7e-6,-399.9e-12,9.196e3,4.501e9
26,C1_88,1.8,1.738,0,,210.1e-6,1.559e-9,208.8e-6,-43.07e-12,8.62e3,41.8e9
26,C1_89,1.8,1.8,0,,208.2e-6,164.4e-12,221.8e-6,-4.511e-12,8.116e3,399.1e9
26,C2_0,0,0,27,,0,0,0,-0,inf,inf
26,C2_1,0,62.07e-3,27,,0,0,0,-0,inf,inf
26,C2_2,0,124.1e-3,27,,0,0,0,-0,inf,inf
26,C2_3,0,186.2e-3,27,,0,0,0,-0,inf,inf
26,C2_4,0,248.3e-3,27,,0,0,0,-0,inf,inf
26,C2_5,0,310.3e-3,27,,0,0,0,-0,inf,inf
26,C2_6,0,372.4e-3,27,,0,0,0,-0,inf,inf
26,C2_7,0,434.5e-3,27,,0,0,0,-0,inf,inf
26,C2_8,0,496.6e-3,27,,0,0,0,-0,inf,inf
26,C2_9,0,558.6e-3,27,,0,0,0,-0,inf,inf
26,C2_10,0,620.7e-3,27,,0,0,0,-0,inf,inf
26,C2_11,0,682.8e-3,27,,0,0,0,-0,inf,inf
26,C2_12,0,744.8e-3,27,,0,0,0,-0,inf,inf
26,C2_13,0,806.9e-3,27,,0,0,0,-0,inf,inf
26,C2_14,0,869e-3,27,,0,0,0,-0,inf,inf
26,C2_15,0,931e-3,27,,0,0,0,-0,inf,inf
26,C2_16,0,993.1e-3,27,,0,0,0,-0,inf,inf
26,C2_17,0,1.055,27,,0,0,0,-0,inf,inf
26,C2_18,0,1.117,27,,0,0,0,-0,inf,inf
26,C2_19,0,1.179,27,,0,0,0,-0,inf,inf
26,C2_20,0,1.241,27,,0,0,0,-0,inf,inf
26,C2_21,0,1.303,27,,0,0,0,-0,inf,inf
26,C2_22,0,1.366,27,,0,0,0,-0,inf,inf
26,C2_23,0,1.428,27,,0,0,0,-0,inf,inf
26,C2_24,0,1.49,27,,0,0,0,-0,inf,inf
26,C2_25,0,1.552,27,,0,0,0,-0,inf,inf
26,C2_26,0,1.614,27,,0,0,0,-0,inf,inf
26,C2_27,0,1.676,27,,0,0,0,-0,inf,inf
26,C2_28,0,1.738,27,,0,0,0,-0,inf,inf
26,C2_29,0,1.8,27,,0,0,0,-0,inf,inf
26,C2_30,900e-3,0,27,,216.5e-12,149.5e-6,6.995e-12,-46.66e-6,128.7e9,19.29e3
26,C2_31,900e-3,62.07e-3,27,,1.466e-9,136.7e-6,47.58e-12,-37.78e-6,18.92e9,23.82e3
26,C2_32,900e-3,124.1e-3,27,,9.724e-9,123.2e-6,319.2e-12,-29.71e-6,2.82e9,30.3e3
26,C2_33,900e-3,186.2e-3,27,,61.17e-9,108.8e-6,2.067e-9,-22.5e-6,435.5e6,40e3
26,C2_34,900e-3,248.3e-3,27,,343.4e-9,93.68e-6,12.35e-9,-16.21e-6,72.9e6,55.51e3
26,C2_35,900e-3,310.3e-3,27,,1.609e-6,77.58e-6,64.06e-9,-10.89e-6,14.05e6,82.62e3
26,C2_36,900e-3,372.4e-3,27,,5.994e-6,60.3e-6,275.6e-9,-6.607e-6,3.266e6,136.2e3
26,C2_37,900e-3,434.5e-3,27,,16.41e-6,41.75e-6,935.5e-9,-3.435e-6,962.1e3,262e3
26,C2_38,900e-3,496.6e-3,27,,32.8e-6,23.35e-6,2.439e-6,-1.424e-6,369e3,632.1e3
26,C2_39,900e-3,558.6e-3,27,,51.79e-6,9.371e-6,5.06e-6,-443.6e-9,177.9e3,2.029e6
26,C2_40,900e-3,620.7e-3,27,,70.44e-6,2.636e-6,8.859e-6,-105.4e-9,101.6e3,8.537e6
26,C2_41,900e-3,682.8e-3,27,,87.63e-6,569.8e-9,13.77e-6,-20.12e-9,65.35e3,44.74e6
26,C2_42,900e-3,744.8e-3,27,,103.2e-6,98.35e-9,19.7e-6,-3.178e-9,45.69e3,283.2e6
26,C2_43,900e-3,806.9e-3,27,,117.1e-6,14.33e-9,26.54e-6,-443e-12,33.91e3,2.032e9
26,C2_44,900e-3,869e-3,27,,129.5e-6,1.918e-9,34.2e-6,-58.21e-12,26.32e3,15.46e9
26,C2_45,900e-3,931e-3,27,,140.5e-6,247.9e-12,42.59e-6,-7.475e-12,21.13e3,120.4e9
26,C2_46,900e-3,993.1e-3,27,,150.1e-6,31.63e-12,51.61e-6,-951.7e-15,17.44e3,945.6e9
26,C2_47,900e-3,1.055,27,,158.4e-6,4.019e-12,61.19e-6,-120.8e-15,14.71e3,7.449e12
26,C2_48,900e-3,1.117,27,,165.4e-6,509.9e-15,71.24e-6,-15.32e-15,12.63e3,58.73e12
26,C2_49,900e-3,1.179,27,,171.2e-6,64.64e-15,81.69e-6,-1.943e-15,11.02e3,463.3e12
26,C2_50,900e-3,1.241,27,,175.7e-6,8.195e-15,92.45e-6,-246.2e-18,9.735e3,3.655e15
26,C2_51,900e-3,1.303,27,,179.2e-6,1.039e-15,103.5e-6,-31.21e-18,8.698e3,28.83e15
26,C2_52,900e-3,1.366,27,,181.5e-6,131.7e-18,114.7e-6,-3.956e-18,7.849e3,227.5e15
26,C2_53,900e-3,1.428,27,,182.8e-6,16.69e-18,126e-6,-501.5e-21,7.145e3,1.795e18
26,C2_54,900e-3,1.49,27,,183e-6,2.115e-18,137.3e-6,-63.56e-21,6.554e3,14.16e18
26,C2_55,900e-3,1.552,27,,182e-6,268.1e-21,148.6e-6,-8.057e-21,6.055e3,111.7e18
26,C2_56,900e-3,1.614,27,,179.8e-6,33.98e-21,159.9e-6,-1.021e-21,5.629e3,881.3e18
26,C2_57,900e-3,1.676,27,,176.2e-6,4.307e-21,170.9e-6,-129.4e-24,5.266e3,6.953e21
26,C2_58,900e-3,1.738,27,,171.3e-6,546e-24,181.7e-6,-16.41e-24,4.953e3,54.86e21
26,C2_59,900e-3,1.8,27,,164.9e-6,69.2e-24,192.1e-6,-2.08e-24,4.684e3,432.8e21
26,C2_60,1.8,0,27,,236.4e-12,279.9e-6,7.642e-12,-253.9e-6,235.5e9,7.09e3
26,C2_61,1.8,62.07e-3,27,,1.601e-9,275.1e-6,51.97e-12,-236.6e-6,34.64e9,7.606e3
26,C2_62,1.8,124.1e-3,27,,10.61e-9,269.9e-6,348.4e-12,-219.7e-6,5.167e9,8.192e3
26,C2_63,1.8,186.2e-3,27,,66.54e-9,264.1e-6,2.251e-9,-203.2e-6,799.6e6,8.86e3
26,C2_64,1.8,248.3e-3,27,,371.4e-9,257.8e-6,13.39e-9,-187e-6,134.4e6,9.628e3
26,C2_65,1.8,310.3e-3,27,,1.725e-6,250.9e-6,69.02e-9,-171.2e-6,26.08e6,10.52e3
26,C2_66,1.8,372.4e-3,27,,6.343e-6,243.5e-6,294.1e-9,-155.8e-6,6.121e6,11.55e3
26,C2_67,1.8,434.5e-3,27,,17.13e-6,235.5e-6,986.8e-9,-141e-6,1.824e6,12.77e3
26,C2_68,1.8,496.6e-3,27,,33.87e-6,226.9e-6,2.546e-6,-126.6e-6,706.9e3,14.22e3
26,C2_69,1.8,558.6e-3,27,,53.13e-6,217.8e-6,5.243e-6,-112.8e-6,343.3e3,15.96e3
26,C2_70,1.8,620.7e-3,27,,72.01e-6,207.9e-6,9.132e-6,-99.59e-6,197.1e3,18.07e3
26,C2_71,1.8,682.8e-3,27,,89.41e-6,197.5e-6,14.15e-6,-87.01e-6,127.2e3,20.69e3
26,C2_72,1.8,744.8e-3,27,,105.2e-6,186.4e-6,20.19e-6,-75.1e-6,89.13e3,23.97e3
26,C2_73,1.8,806.9e-3,27,,119.4e-6,174.6e-6,27.17e-6,-63.89e-6,66.25e3,28.17e3
26,C2_74,1.8,869e-3,27,,132.1e-6,162.1e-6,34.98e-6,-53.44e-6,51.46e3,33.68e3
26,C2_75,1.8,931e-3,27,,143.4e-6,148.9e-6,43.53e-6,-43.78e-6,41.35e3,41.11e3
26,C2_76,1.8,993.1e-3,27,,153.3e-6,135.1e-6,52.74e-6,-34.97e-6,34.13e3,51.48e3
26,C2_77,1.8,1.055,27,,162e-6,120.5e-6,62.53e-6,-27.03e-6,28.79e3,66.58e3
26,C2_78,1.8,1.117,27,,169.4e-6,105.1e-6,72.82e-6,-20.03e-6,24.72e3,89.86e3
26,C2_79,1.8,1.179,27,,175.7e-6,88.95e-6,83.53e-6,-14e-6,21.55e3,128.5e3
26,C2_80,1.8,1.241,27,,180.9e-6,71.75e-6,94.59e-6,-9.01e-6,19.03e3,199.8e3
26,C2_81,1.8,1.303,27,,185.1e-6,53.25e-6,105.9e-6,-5.124e-6,16.99e3,351.3e3
26,C2_82,1.8,1.366,27,,188.3e-6,33.84e-6,117.5e-6,-2.421e-6,15.31e3,743.5e3
26,C2_83,1.8,1.428,27,,190.7e-6,16.42e-6,129.3e-6,-884.2e-9,13.92e3,2.036e6
26,C2_84,1.8,1.49,27,,192.4e-6,5.569e-6,141.2e-6,-242.6e-9,12.75e3,7.418e6
26,C2_85,1.8,1.552,27,,193.3e-6,1.383e-6,153.1e-6,-52.11e-9,11.75e3,34.54e6
26,C2_86,1.8,1.614,27,,193.6e-6,269.2e-9,165.2e-6,-9.06e-9,10.9e3,198.7e6
26,C2_87,1.8,1.676,27,,193.4e-6,42.42e-9,177.2e-6,-1.335e-9,10.16e3,1.348e9
26,C2_88,1.8,1.738,27,,192.6e-6,5.88e-9,189.1e-6,-179.8e-12,9.517e3,10.01e9
26,C2_89,1.8,1.8,27,,191.5e-6,770.6e-12,201.1e-6,-23.3e-12,8.953e3,77.25e9
26,C3_0,0,0,85,,0,0,0,-0,inf,inf
26,C3_1,0,62.07e-3,85,,0,0,0,-0,inf,inf
26,C3_2,0,124.1e-3,85,,0,0,0,-0,inf,inf
26,C3_3,0,186.2e-3,85,,0,0,0,-0,inf,inf
26,C3_4,0,248.3e-3,85,,0,0,0,-0,inf,inf
26,C3_5,0,310.3e-3,85,,0,0,0,-0,inf,inf
26,C3_6,0,372.4e-3,85,,0,0,0,-0,inf,inf
26,C3_7,0,434.5e-3,85,,0,0,0,-0,inf,inf
26,C3_8,0,496.6e-3,85,,0,0,0,-0,inf,inf
26,C3_9,0,558.6e-3,85,,0,0,0,-0,inf,inf
26,C3_10,0,620.7e-3,85,,0,0,0,-0,inf,inf
26,C3_11,0,682.8e-3,85,,0,0,0,-0,inf,inf
26,C3_12,0,744.8e-3,85,,0,0,0,-0,inf,inf
26,C3_13,0,806.9e-3,85,,0,0,0,-0,inf,inf
26,C3_14,0,869e-3,85,,0,0,0,-0,inf,inf
26,C3_15,0,931e-3,85,,0,0,0,-0,inf,inf
26,C3_16,0,993.1e-3,85,,0,0,0,-0,inf,inf
26,C3_17,0,1.055,85,,0,0,0,-0,inf,inf
26,C3_18,0,1.117,85,,0,0,0,-0,inf,inf
26,C3_19,0,1.179,85,,0,0,0,-0,inf,inf
26,C3_20,0,1.241,85,,0,0,0,-0,inf,inf
26,C3_21,0,1.303,85,,0,0,0,-0,inf,inf
26,C3_22,0,1.366,85,,0,0,0,-0,inf,inf
26,C3_23,0,1.428,85,,0,0,0,-0,inf,inf
26,C3_24,0,1.49,85,,0,0,0,-0,inf,inf
26,C3_25,0,1.552,85,,0,0,0,-0,inf,inf
26,C3_26,0,1.614,85,,0,0,0,-0,inf,inf
26,C3_27,0,1.676,85,,0,0,0,-0,inf,inf
26,C3_28,0,1.738,85,,0,0,0,-0,inf,inf
26,C3_29,0,1.8,85,,0,0,0,-0,inf,inf
26,C3_30,900e-3,0,85,,2.164e-9,133.1e-6,83.9e-12,-45.07e-6,10.73e9,19.97e3
26,C3_31,900e-3,62.07e-3,85,,10.55e-9,122.5e-6,413e-12,-37.13e-6,2.179e9,24.24e3
26,C3_32,900e-3,124.1e-3,85,,49.65e-9,111.3e-6,1.986e-9,-29.88e-6,453.2e6,30.12e3
26,C3_33,900e-3,186.2e-3,85,,219.2e-9,99.76e-6,9.12e-9,-23.32e-6,98.68e6,38.59e3
26,C3_34,900e-3,248.3e-3,85,,878.4e-9,87.68e-6,38.86e-9,-17.5e-6,23.16e6,51.42e3
26,C3_35,900e-3,310.3e-3,85,,3.111e-6,75e-6,149.8e-9,-12.45e-6,6.01e6,72.28e3
26,C3_36,900e-3,372.4e-3,85,,9.033e-6,61.46e-6,501.9e-9,-8.211e-6,1.793e6,109.6e3
26,C3_37,900e-3,434.5e-3,85,,19.77e-6,46.74e-6,1.374e-6,-4.847e-6,655.3e3,185.7e3
26,C3_38,900e-3,496.6e-3,85,,33.46e-6,30.99e-6,3.018e-6,-2.432e-6,298.2e3,370e3
26,C3_39,900e-3,558.6e-3,85,,47.55e-6,16.29e-6,5.534e-6,-980e-9,162.6e3,918.3e3
26,C3_40,900e-3,620.7e-3,85,,60.84e-6,6.286e-6,8.903e-6,-310.8e-9,101.1e3,2.896e6
26,C3_41,900e-3,682.8e-3,85,,73.05e-6,1.854e-6,13.06e-6,-81.5e-9,68.9e3,11.04e6
26,C3_42,900e-3,744.8e-3,85,,84.23e-6,461.1e-9,17.95e-6,-18.65e-9,50.15e3,48.25e6
26,C3_43,900e-3,806.9e-3,85,,94.44e-6,100.3e-9,23.5e-6,-3.825e-9,38.3e3,235.3e6
26,C3_44,900e-3,869e-3,85,,103.7e-6,19.75e-9,29.65e-6,-728.1e-12,30.35e3,1.236e9
26,C3_45,900e-3,931e-3,85,,112.1e-6,3.67e-9,36.35e-6,-133.2e-12,24.76e3,6.758e9
26,C3_46,900e-3,993.1e-3,85,,119.6e-6,663.6e-12,43.54e-6,-23.92e-12,20.67e3,37.63e9
26,C3_47,900e-3,1.055,85,,126.2e-6,118.6e-12,51.17e-6,-4.26e-12,17.59e3,211.2e9
26,C3_48,900e-3,1.117,85,,132e-6,21.08e-12,59.19e-6,-756.4e-15,15.21e3,1.19e12
26,C3_49,900e-3,1.179,85,,136.9e-6,3.738e-12,67.53e-6,-134.1e-15,13.33e3,6.712e12
26,C3_50,900e-3,1.241,85,,140.9e-6,662.5e-15,76.16e-6,-23.76e-15,11.82e3,37.88e12
26,C3_51,900e-3,1.303,85,,144.2e-6,117.4e-15,85.01e-6,-4.208e-15,10.59e3,213.9e12
26,C3_52,900e-3,1.366,85,,146.5e-6,20.79e-15,94.03e-6,-745.4e-18,9.571e3,1.207e15
26,C3_53,900e-3,1.428,85,,148e-6,3.682e-15,103.2e-6,-132e-18,8.723e3,6.818e15
26,C3_54,900e-3,1.49,85,,148.5e-6,652e-18,112.4e-6,-23.38e-18,8.009e3,38.5e15
26,C3_55,900e-3,1.552,85,,147.9e-6,115.5e-18,121.6e-6,-4.141e-18,7.403e3,217.4e15
26,C3_56,900e-3,1.614,85,,146.2e-6,20.45e-18,130.7e-6,-733.3e-21,6.886e3,1.227e18
26,C3_57,900e-3,1.676,85,,143.2e-6,3.622e-18,139.7e-6,-129.9e-21,6.443e3,6.93e18
26,C3_58,900e-3,1.738,85,,139e-6,641.5e-21,148.5e-6,-23e-21,6.063e3,39.13e18
26,C3_59,900e-3,1.8,85,,133.9e-6,113.6e-21,156.9e-6,-4.073e-21,5.735e3,220.9e18
26,C3_60,1.8,0,85,,2.357e-9,265.1e-6,91.43e-12,-233.9e-6,19.69e9,7.695e3
26,C3_61,1.8,62.07e-3,85,,11.48e-9,258.6e-6,449.8e-12,-217.7e-6,4.002e9,8.27e3
26,C3_62,1.8,124.1e-3,85,,53.93e-9,251.8e-6,2.16e-9,-201.8e-6,833.5e6,8.919e3
26,C3_63,1.8,186.2e-3,85,,237.2e-9,244.7e-6,9.893e-9,-186.4e-6,182e6,9.656e3
26,C3_64,1.8,248.3e-3,85,,945.4e-9,237.2e-6,41.97e-9,-171.5e-6,42.89e6,10.5e3
26,C3_65,1.8,310.3e-3,85,,3.32e-6,229.4e-6,160.8e-9,-157e-6,11.2e6,11.47e3
26,C3_66,1.8,372.4e-3,85,,9.519e-6,221.3e-6,533.9e-9,-143e-6,3.371e6,12.59e3
26,C3_67,1.8,434.5e-3,85,,20.57e-6,212.8e-6,1.445e-6,-129.5e-6,1.245e6,13.9e3
26,C3_68,1.8,496.6e-3,85,,34.49e-6,204.1e-6,3.147e-6,-116.6e-6,572e3,15.44e3
26,C3_69,1.8,558.6e-3,85,,48.76e-6,195e-6,5.732e-6,-104.2e-6,314e3,17.27e3
26,C3_70,1.8,620.7e-3,85,,62.21e-6,185.6e-6,9.181e-6,-92.39e-6,196.1e3,19.48e3
26,C3_71,1.8,682.8e-3,85,,74.6e-6,175.8e-6,13.43e-6,-81.17e-6,134e3,22.18e3
26,C3_72,1.8,744.8e-3,85,,85.97e-6,165.7e-6,18.42e-6,-70.57e-6,97.72e3,25.51e3
26,C3_73,1.8,806.9e-3,85,,96.4e-6,155.3e-6,24.08e-6,-60.61e-6,74.74e3,29.7e3
26,C3_74,1.8,869e-3,85,,105.9e-6,144.5e-6,30.36e-6,-51.31e-6,59.28e3,35.08e3
26,C3_75,1.8,931e-3,85,,114.6e-6,133.3e-6,37.21e-6,-42.69e-6,48.37e3,42.17e3
26,C3_76,1.8,993.1e-3,85,,122.4e-6,121.7e-6,44.57e-6,-34.77e-6,40.39e3,51.76e3
26,C3_77,1.8,1.055,85,,129.3e-6,109.7e-6,52.38e-6,-27.59e-6,34.36e3,65.24e3
26,C3_78,1.8,1.117,85,,135.5e-6,97.37e-6,60.6e-6,-21.16e-6,29.7e3,85.07e3
26,C3_79,1.8,1.179,85,,140.9e-6,84.51e-6,69.18e-6,-15.51e-6,26.02e3,116e3
26,C3_80,1.8,1.241,85,,145.6e-6,70.97e-6,78.07e-6,-10.68e-6,23.05e3,168.5e3
26,C3_81,1.8,1.303,85,,149.6e-6,56.42e-6,87.24e-6,-6.724e-6,20.63e3,267.7e3
26,C3_82,1.8,1.366,85,,153e-6,40.62e-6,96.63e-6,-3.707e-6,18.63e3,485.6e3
26,C3_83,1.8,1.428,85,,155.7e-6,24.47e-6,106.2e-6,-1.692e-6,16.95e3,1.064e6
26,C3_84,1.8,1.49,85,,157.9e-6,11.2e-6,115.9e-6,-610.4e-9,15.53e3,2.949e6
26,C3_85,1.8,1.552,85,,159.6e-6,3.785e-6,125.8e-6,-176.6e-9,14.31e3,10.19e6
26,C3_86,1.8,1.614,85,,160.8e-6,1.029e-6,135.7e-6,-43.46e-9,13.26e3,41.42e6
26,C3_87,1.8,1.676,85,,161.5e-6,240.3e-9,145.7e-6,-9.423e-9,12.35e3,191e6
