Point,Corner,temperature,vgs,Pass/Fail,Vthn,gmn,Ron,Id,Ids
456,nom,175,1.364,,345.8e-3,201e-6,6.289e3,143.1e-6,143.1e-6
462,nom,175,1.382,,345.8e-3,201.4e-6,6.133e3,146.8e-6,146.8e-6
468,nom,175,1.4,,345.8e-3,201.8e-6,5.983e3,150.4e-6,150.4e-6
474,nom,175,1.418,,345.8e-3,202e-6,5.841e3,154.1e-6,154.1e-6
480,nom,175,1.436,,345.8e-3,202.2e-6,5.705e3,157.8e-6,157.8e-6
486,nom,175,1.455,,345.8e-3,202.3e-6,5.575e3,161.4e-6,161.4e-6
492,nom,175,1.473,,345.8e-3,202.3e-6,5.451e3,165.1e-6,165.1e-6
498,nom,175,1.491,,345.8e-3,202.2e-6,5.332e3,168.8e-6,168.8e-6
504,nom,175,1.509,,345.8e-3,202.1e-6,5.219e3,172.5e-6,172.5e-6
510,nom,175,1.527,,345.8e-3,201.8e-6,5.11e3,176.1e-6,176.1e-6
516,nom,175,1.545,,345.9e-3,201.5e-6,5.006e3,179.8e-6,179.8e-6
522,nom,175,1.564,,345.9e-3,201.1e-6,4.906e3,183.4e-6,183.4e-6
528,nom,175,1.582,,345.9e-3,200.6e-6,4.81e3,187.1e-6,187.1e-6
534,nom,175,1.6,,345.9e-3,200e-6,4.719e3,190.7e-6,190.7e-6
540,nom,175,1.618,,345.9e-3,199.3e-6,4.631e3,194.4e-6,194.4e-6
546,nom,175,1.636,,345.9e-3,198.5e-6,4.546e3,198e-6,198e-6
552,nom,175,1.655,,345.9e-3,197.7e-6,4.465e3,201.6e-6,201.6e-6
558,nom,175,1.673,,345.9e-3,196.7e-6,4.387e3,205.2e-6,205.2e-6
564,nom,175,1.691,,345.9e-3,195.7e-6,4.312e3,208.7e-6,208.7e-6
570,nom,175,1.709,,345.9e-3,194.6e-6,4.24e3,212.3e-6,212.3e-6
576,nom,175,1.727,,345.9e-3,193.4e-6,4.171e3,215.8e-6,215.8e-6
582,nom,175,1.745,,345.9e-3,192.1e-6,4.104e3,219.3e-6,219.3e-6
588,nom,175,1.764,,345.9e-3,190.7e-6,4.04e3,222.8e-6,222.8e-6
594,nom,175,1.782,,345.9e-3,189.3e-6,3.978e3,226.2e-6,226.2e-6
600,nom,175,1.8,,345.9e-3,187.8e-6,3.919e3,229.7e-6,229.7e-6

